Store Name,Address,Instagram,Store Type,City,# of Stores,State,ZIP Code,Customers,Brands,Categories,Specialties,Website,Phone,Facebook,Twitter
Gather Goods Co,"417 Kildaire Farm Road, Cary, NC 27511, United States of America",https://www.instagram.com/direct/t/110673570326352/?hl=en,Independent Grocery,Cary,2,NC,27511,,floura; spice_walla,,,,,,
Gather Natural Market,"4825 EL CAMINO REAL, ATASCADERO, CA",https://www.instagram.com/direct/t/101469401252896/,Independent Grocery,ATASCADERO,1,CA,93422,,rishi_tea,,,,,,
Geisslers,"40 Tunxis Avenue, Bloomfield, CT 06002, United States of America",https://www.instagram.com/direct/t/116853066377720/,Independent Grocery,Bloomfield,11,CT,6002,,one_trick_pony; smash_foods; rishi_tea,,,,,,
Gen Z Art And Gifts,"61 Sailfish Drive, Manteo, NC, 27954",https://www.instagram.com/direct/t/101557681241348/,Independent Grocery,Manteo,1,NC,27954,,spice_walla,,,,,,
Genes Fine Foods,"Gene's Fine Foods, 2803 Hopyard Road, Pleasanton, CA 94588, United States of America",https://www.instagram.com/genesfinefoods/,Boutique Grocer,Pleasanton,3,CA,94588,,a_dozen_cousins; rishi_tea; unreal_snacks,,local; artisanal; gourmet,,,https://www.facebook.com/genesfinefoodspleasanton,
Genes Sausage Shop,"Gene's Sausage Shop & Delicatessen, 4750 North Lincoln Avenue, Chicago, IL 60625, United States of America",https://www.instagram.com/direct/t/116627826398914/,Supermarket,,2,IL,60625,,blobs; smash_foods; rishi_tea,Gourmet Foods; Imported Foods; Liquor; Sausages; Wine; Fresh Produce; Beer; Dairy; Bakery; Deli Meats; Gift Baskets; Sausage,artisanal; prepared foods; gourmet; local,,,https://www.facebook.com/pages/Chicago-IL/Genes-Sausage-Shop/167572647786?ref=ts,
"Genrichs Garden Center, Florist & Greenhouses","375 Cooper Road, City of Rochester, NY 14617, United States of America",https://www.instagram.com/direct/t/108713683851869/,Independent Grocery,Rochester,1,NY,14617,,spice_walla,,,,,,
Gentle Bull Shop,"45 Pratt Street, Hartford, CT 06103, United States of America",https://www.instagram.com/direct/t/17842206233393172/?hl=en,Independent Grocery,Hartford,2,CT,6103,,pistakio; rishi_tea,,,https://www.gentlebullshop.com/,(860) 969-6721,,
Georgetown Natural Foods Market,"4375 GEORGETOWN ROAD, INDIANAPOLIS, IN",https://www.instagram.com/direct/t/109061677160915/,Supermarket,INDIANAPOLIS,1,IN,46254,,rishi_tea,,,,,,
Get Healthy,"1254 South Broad Street, Brooksville, FL 34601, United States of America",https://www.instagram.com/direct/t/103051374429884/,Independent Grocery,Brooksville,7,FL,34601,Zuva,a_dozen_cousins; blobs; coconut_cult; loisa; rishi_tea; unreal_snacks,smoothies; refresh drinks; fresh squeeze; power bites; power bowls; protein bowls; signature bowls; paninis; wraps; salads,organic; healthy; fresh; nutritious; plant-based,,,https://www.facebook.com/FRESHrestaurants/,https://www.twitter.com/fresh_cafe
Gibsons Fresh Grocer,"Gibson's Fresh Grocer, 201 North Service Road East, Ruston, LA 71270, United States of America",http://instagram.com/gibsonsfresh,Independent Grocery,Ruston,2,LA,71270,,chomps; unreal_snacks; rishi_tea,,local; sustainable; organic,,(318)255-3834,http://www.facebook.com/gibsonsfresh,
Gift Baskets,"374 Hollabrook Parkway, Mills River, NC, 28759",https://www.instagram.com/direct/t/111908940201763/,Independent Grocery,Mills River,2,NC,28759,,spice_walla; stellar_snacks,,,,,,
Gift It 850,"3110 Hyde Park Place, Pensacola, FL, 32503",https://www.instagram.com/direct/t/17842620944489171/,Independent Grocery,Pensacola,1,FL,32503,,spice_walla,,,,,,
Giftbar,"465 Bloomfield Ave, Montclair, NJ, 7042",https://www.instagram.com/direct/t/115433999850720/,Independent Grocery,Montclair,1,NJ,7042,,spice_walla,,,,,,
Giften Market,"7483 Cahill Road, Edina, MN 55439, United States of America",https://www.instagram.com/direct/t/108022567264599/,Independent Grocery,Edina,2,MN,55439,,brightland; spice_walla,,,,(952) 260-7499,,
Gifts,"16002 County Road 1865, Lubbock, TX 79424, United States of America",https://www.instagram.com/direct/t/112047976850386/?hl=en,Independent Grocery,Lubbock,3,TX,79424,,fish_wife; neuro_gum; spice_walla,,,,,,
Gingham & Posh,"5210 B Hollyridge Dr, Raleigh, NC, 27612",https://www.instagram.com/direct/t/114617873266313/,Independent Grocery,Raleigh,2,NC,27612,,spice_walla; stellar_snacks,,,,,,
Gingham Market,"17000 Madison Avenue, Lakewood, OH 44107, United States of America",https://www.instagram.com/p/DTGvPb2EyuK/,Boutique Grocer,Lakewood,1,OH,44107,,doosra; fish_wife,Cheese & Charcuterie Boards; Hors d'oeuvres Platters; Fresh Produce; Beer; Gourmet Prepared Foods; Lunch Specials; Artisan Pantry Goods; Freezer-Ready Staples; Wine; Baked Goods,curated; artisanal; local; prepared foods; gourmet,,,,
Giraffe,"17626 VASHON HWY SW 2787, VASHON, WA",https://www.instagram.com/direct/t/108892187173143/,Independent Grocery,VASHON,1,WA,98070,,rishi_tea,,,,,,
Giving Flavor,"5375 West 23rd Avenue, Hialeah, FL, 33016",https://www.instagram.com/direct/t/17848361547049953/,Independent Grocery,Hialeah,1,FL,33016,,spice_walla,,,,,,
Glaser Organic Farms,"13751 SW 192ND ST, MIAMI, FL",https://www.instagram.com/direct/t/111216956943008/,Natural/Organic Market,MIAMI,1,FL,33177,,rishi_tea,,,,,,
Glen Ellen Village Market,"13751 Arnold Drive, Glen Ellen, CA 95442, United States of America",https://www.instagram.com/direct/t/101975301201146/,Independent Grocery,Glen Ellen,3,CA,95442,,a_dozen_cousins; rishi_tea; unreal_snacks,,,,,,
Glover Street Market,"124 North Glover Street, Twisp, WA 98856, United States of America",https://www.instagram.com/gloverstreetmarket/,Independent Grocery,Twisp,2,WA,98856,,fish_wife; rishi_tea,,,,,,
Glut Food Co,"4005 34TH ST., MT. RAINIER, MD",https://www.instagram.com/direct/t/109843210411027/,Co-op,MT. RAINIER,1,MD,20712,,rishi_tea,,,,,,
Godega Market,"423 South 11th Street, Omaha, NE 68102, United States of America",https://www.instagram.com/godegamarket/,Boutique Grocer,Omaha,3,NE,68102,,fish_wife; whims; rishi_tea,Beer; Breakfast Sandwiches; Produce; Sandwiches; Snacks; Espresso; Wine; Cocktails; Coffee; Teas,curated; sustainable; local; artisanal,,,https://www.facebook.com/GodegaMarket/,
Golden Door,"777 Deer Springs Road, San Marcos, CA 92069, United States of America",https://www.instagram.com/direct/t/117803389608179/,Independent Grocery,"San Marcos,",2,CA,92069,,one_trick_pony; rishi_tea,,,,,,
Golden Harvest,"307 Golden Russet Circle, Harvest, AL 35749, United States of America",https://www.instagram.com/direct/t/116684493056492/,Independent Grocery,,7,AL,35749,,blobs; chomps; unreal_snacks; rishi_tea,,,,,,
Good Cheap Food,"53 Main Street, Delhi, N.Y., 13753",https://www.instagram.com/direct/t/113218410070504/,Independent Grocery,Delhi,2,,13753,,bjorn_qorn; chikka_chikka; rishi_tea,,,,,,
Good Food Conspiracy,"30150 OVERSEAS HIGHWAY, BIG PINE KEY, FL",https://www.instagram.com/direct/t/112986410096295/,Independent Grocery,BIG PINE KEY,1,FL,33043,,rishi_tea,,,,,,
Good Foods Grocery,"Good Food Grocery, 3062 Stony Point Road, Richmond, VA 23235, United States of America",https://www.instagram.com/direct/t/17843131817777462/,Supermarket,Richmond,3,VA,23235,,chomps; unreal_snacks; coconut_cult; the_only_bean; rishi_tea,,,,(804)320-6711,,
Good Health,"218 Columbia Road, Hanover, MA 02339, United States of America",https://www.instagram.com/direct/t/111658696887370/,Independent Grocery,Hanover,4,MA,2339,,a_dozen_cousins; blobs; loisa,,,,,,
Good Health Nat Fds Oceana Rtb,"200 EUREKA SQ, PACIFICA, CA",https://instagram.com/oceanamarketpacifica,Supermarket,PACIFICA,1,CA,94014,,a_dozen_cousins; unreal_snacks,Deli; Cheese; Chocolate; Beer; Produce; Spirits; Wine; Grocery; Butcher; Sushi,sustainable; local; organic,,,https://www.facebook.com/oceanamarketpacifica?mibextid=ZbWKwL,
Good Health Natural Foods,"219 COLUMBIA ROAD, HANOVER, MA",https://www.instagram.com/direct/t/110130743708776/?hl=en,Supermarket,HANOVER,1,MA,2339,,rishi_tea,,,,,,
Good Judy Market,"1146 Wealthy Street Southeast, Grand Rapids, MI, 49506",http://instagram.com/goodjudysgr,Juice/Smoothie Bar,Grand Rapids,2,MI,49506,Zuva,bjorn_qorn; whims; graza,Salads; Juices; Cold-Pressed Juice; Organic Products; Snacks; Toasts; Health Foods; Wellness Shots; Healthy Snacks; Cold-Pressed Juices; Juice Cleanses; Smoothies; Catering; Merchandise,healthy; organic; minority-owned; allergen-friendly; local; plant-based; sustainable; cold-pressed; vegan; inclusive,,,,
Good Measure Market,"Good Measure Market, 614 South Main Street, Searcy, AR 72143, United States of America",https://instagram.com/goodmeasuremarket,Health/Supplement Store,,2,AR,72143,,coconut_cult; masa_chips; rishi_tea,Supplements; Organic Produce; Groceries; Gluten Free Kitchen,organic; gluten free; local; sustainable,,,https://facebook.com/goodmeasuremarket,
Good Neighbor,"209 Peru Road, Groton, NY 13073, United States of America",https://www.instagram.com/direct/t/114970496565850/,Independent Grocery,Groton,3,NY,13073,,fish_wife; graza; fly_by_jing,,,,,,
Good Nutrition,"Good Nutrition, 1205 Johnson Ferry Road Northeast, Marietta, GA 30068, United States of America",https://instagram.com/goodnutritionga/,Health/Supplement Store,,7,GA,30068,,blobs; rishi_tea,,organic; local; sustainable,,,http://www.facebook.com/goodnutritionnorcross,http://www.twitter.com/goodnutritionga
Good Tern Co,"750 MAIN ST, ROCKLAND, ME",https://www.instagram.com/direct/t/109035027158195/,Co-op,ROCKLAND,1,ME,4841,,rishi_tea,,,,,,
Good To Go,"Good to Go GVL, 209 West Antrim Drive, Greenville, SC 29607, United States of America",https://www.instagram.com/goodtogogvl,Independent Grocery,Greenville,2,SC,29607,,brightland; stellar_snacks; unreal_snacks,Adventure Meals; Entrées; Stove-Free Meals; Breakfast; Vegan Meals; Microwavable Meals; Multi-packs; Weekender Packs; Food Kits; Emergency Food Kits,vegan; prepared foods; gourmet; dehydrated; adventure food,,,https://www.facebook.com/goodtogofoods,
Goodie Farm,"39216 Vineland St, Cherry Valley, CA, 92223",https://www.instagram.com/goodiefarm/,Independent Grocery,Cherry Valley,4,CA,92223,,bjorn_qorn; brightland; fish_wife; one_trick_pony; spice_walla,Produce; Herbal Apothecary; Sustainable Farming; Nutrient-rich Crops,organic; sustainable; local; farm-to-table,,,https://www.facebook.com/goodiefarm,
Goodland Home & Goods,"GoodLand Home & Goods, 2565 North Downer Avenue, Milwaukee, WI 53211, United States of America",https://www.instagram.com/direct/t/17842076294800318/?hl=en,Boutique Grocer,Milwaukee,2,WI,53211,,fish_wife; fly_by_jing; spice_walla,Tableware; Bedding; Home Goods; Gifts; Furniture; Garden Supplies; Storage Solutions; Decor; Kitchenware; Lighting,artisanal; curated; local; sustainable,,,,
Goodwin & Sons Market,"24089 LAKE GREGORY DR, CRESTLINE, CA",https://www.instagram.com/direct/t/112756826783151/,Independent Grocery,CRESTLINE,1,CA,92325,,rishi_tea,,,,,,
Goodwins Organic,"191 WEST BIG SPRING ROAD, RIVERSIDE, CA",https://www.instagram.com/direct/t/114714539919357/,Natural/Organic Market,RIVERSIDE,2,CA,92507,,rishi_tea; unreal_snacks,,,,,,
Gopuff,"Gopuff, 856 39th Street, New York, NY 11232, United States of America",https://www.instagram.com/petsmart,Delivery Service,Chicago,50,NY,11232,,behave; coconut_cult; chomps; evies_snacks; fish_wife; graza,Pet Essentials; Grooming; Training; Adoptions; Pet Pharmacy; Toys; Food; Treats; Accessories; Health Products; Shop; Private Events; Salon; Memberships; Menu; Large Parties/Private Events; Schwag; eGift Card; Calendar; Events; Food Truck; Kitchen Remodeling; Bathroom Remodeling; Fireplaces; Jacuzzis; Cabinets; Countertops; Vanity Tops; Natural Stone; Quartz; Granite,sustainable; local; grooming; training; adoptions; artisanal; innovative; technology-driven; family-owned; licensed; insured,https://www.gopuff.com/,,https://www.facebook.com/PetSmart,https://twitter.com/LostGenBrewing
Gourmet Galley Catering,"138 Norwich-Westerly Road, North Stonington, CT 06359, United States of America",https://www.instagram.com/direct/t/109537653774837/?hl=en,Independent Grocery,North Stonington,1,CT,6359,,fish_wife; rishi_tea,,,,,,
Gourmet Market,"The Gourmet Market, 27 North Front Street, Wilmington, NC 28401, United States of America",https://www.instagram.com/gourmetmarketandmeats/,Independent Grocery,WILMINGTON,3,NC,28401,,a_dozen_cousins; fish_wife; graza,,,,,,
Gracious Gifts And Home,"116 Montowese Street, Branford, CT, 6405",https://www.instagram.com/direct/t/17847509714563208/,Independent Grocery,Branford,1,CT,6405,,spice_walla,,,,,,
Graft Wine Shop,"700 King Street, Charleston, SC 29403, United States of America",https://www.instagram.com/direct/t/115294653194531/,Wine/Beer/Liquor,Charleston,2,SC,29403,,graza; spice_walla,,,,,,
Grain Train Natural Foods Market,"Young State Park, 2280, Boyne City, MI 49712, United States of America",https://www.instagram.com/direct/t/114639273263248/,Supermarket,Boyne City,3,MI,49712,,chomps; unreal_snacks; rishi_tea,,sustainable; family-friendly; eco-friendly; pet-friendly; accessible,,(231)459-4522,https://www.facebook.com/puremichigan,
Grand,"14 Delancey Street, New York, NY 10002, United States of America",https://www.instagram.com/capitalbikeshare,Independent Grocery,New York,5,NY,10002,,behave; freestyle_snacking; one_trick_pony; rishi_tea; stellar_snacks,Lodging; Skiing; Snowboarding; Dining; Wellness; Spa Treatments; Fitness; Golf; Winter Activities; Group Outings,convenient; sustainable; local; affordable; gourmet; wellness; family-friendly,,,https://www.facebook.com/CapitalBikeshare,https://twitter.com/bikeshare
Grassy Key Land And Sea Market,"58152 OVERSEAS HIGHWAY, MARATHON, FL",https://www.instagram.com/direct/t/17846072343295590/,Independent Grocery,MARATHON,1,FL,33050,,rishi_tea,,,,,,
Grateful Table Canton,"473 Main Street, Canton, NC, 28716",https://www.instagram.com/direct/t/17851895564672400/,Independent Grocery,Canton,1,NC,28716,,spice_walla,,,,,,
Gravel Pit Farm,"20 Gravel Pit Road, Nottingham, NH 03290, United States of America",https://www.instagram.com/direct/t/17844308639494768/,Independent Grocery,Nottingham,1,NH,3290,,spice_walla,,,,,,
Graze Acadiana Llc,"113 Arnould Blvd, Lafayette, LA, 70506",https://www.instagram.com/direct/t/103053214429867/,Independent Grocery,Lafayette,1,LA,70506,,spice_walla,,,,,,
Great American,"Great American International Seafood Market, 31224 Palos Verdes Drive West, Rancho Palos Verdes, CA 90275, United States of America",https://www.instagram.com/great_american_seafood_market/,Supermarket,Rancho Palos Verdes,3,CA,90275,,brightland; joon; stellar_snacks,Seafood; Prepared Foods; Specialty Products; Wine; Condiments; Pasta; Salads; Salsas; Seasonings; Canned Seafood,sustainable; local; gourmet; prepared foods; international,,,http://fb.me/GREATAMERICANSEAFOODMARKET,
Grebes,"703 North 3rd Avenue, Wausau, WI 54401, United States of America",https://www.instagram.com/direct/t/106074387457805/,Independent Grocery,Wausau,1,WI,54401,,spice_walla,,,,,,
Green Door Gourmet,"7007 River Road Pike, Nashville, TN 37209, United States of America",https://www.instagram.com/direct/t/17842457807385213/,Independent Grocery,Nashville,2,TN,37209,,freestyle_snacking; spice_walla,,,,,,
Green Forest Market,"1717 Kings Hwy, Brooklyn, NY, 11229",https://www.instagram.com/direct/t/103607814372152,Independent Grocery,Brooklyn,4,NY,11229,,bjorn_qorn; rishi_tea; coconut_cult; one_trick_pony,Organic Groceries; Dairy; Bulk Products; Vitamins; Health Products; Home Appliances; Cleaning Supplies,organic; sustainable,,,,
Green Goddess,"The Curious Otter, 2419 Main Street, Village of Lake Placid, NY 12946, United States of America",https://instagram.com/greengoddessmarket,Natural/Organic Market,Lake Placid,3,NY,12946,Zuva,a_dozen_cousins; bjorn_qorn,Whole Foods; Groceries; Produce; Prepared Meals; Soups; Salads; Sandwiches; Wraps; Smoothies; Baked Goods,local; sustainable; organic; vegan; gluten-free; prepared foods,,,https://facebook.com/GreenGoddessNaturalMarket,
Green Grocer & Deli,"77 N WALWORTH, WILLIAMS BAY, WI",https://www.instagram.com/direct/t/112872806776667/,Deli/Prepared Foods,WILLIAMS BAY,1,WI,53191,,rishi_tea,,,,,,
Green Life,"238 Newton Sparta Road, Andover Township, NJ 07860, United States of America",https://www.instagram.com/greenlifemarket/,Independent Grocery,ANDOVER,15,NJ,7860,,a_dozen_cousins; rishi_tea; behave; graza; blobs; coconut_cult; evies_snacks; glonuts; whims; loisa; masa_chips; neuro_gum,Deli; Health and Beauty; Pet; Juice and Smoothie; Garden Center; Produce; Frozen,sustainable; local; plant-based; organic,,,https://www.facebook.com/GreenLifeMarket,
Green Organic Market,"275 South Central Avenue, Hartsdale, NY 10530, United States of America",https://www.instagram.com/direct/t/17848821402388100/?hl=ro,Natural/Organic Market,Hartsdale,2,NY,10530,,a_dozen_cousins; rishi_tea; blobs; whims,,,,,,
Green Street Market,"Green Street Market, 1898 Green Street, San Francisco, CA 94123, United States of America",https://www.instagram.com/direct/t/120244582702815/,Independent Grocery,,5,CA,94123,,blobs; loisa; masa_chips; neuro_gum; rishi_tea; unreal_snacks,,,,,,
